view_date,dashboard_name, total_view_count_per_day
2020-10-13,marketing-crm-scorecard,1
2019-05-24,marketing-cost,2
2019-06-13,marketing-crm-scorecard,6
2018-10-16,navision-api-monitoring,1
2020-03-27,process-time,1
2020-01-16,delivery-quotes,1
2020-03-27,revenue-factura-before-returs,2
2020-07-28,provisioning-quotes,1
2018-10-25,marketing-channel-overview,7
2020-10-12,user-stats,2
2020-03-26,sales-trend,2
2020-08-18,weekly-sales-comparison,31
2018-10-16,marketing-cost,7
2018-10-16,marketing-sea-scorecard,13
2019-04-08,marketing-overview,29
2020-01-16,revenue-factura,2
2018-10-16,marketing-dis-ret-scorecard,3
2020-07-28,shop-performance-overview,2
2018-10-16,marketing-country-overview,6
2018-10-16,shop-performance-overview,2
2020-01-16,shipment-parcels,1
2018-10-16,marketing-channel-overview,4
2020-03-26,shop-performance-overview,5
2020-11-09,shipment-orders,2
2019-11-04,shipment-orders,4
2020-03-27,provisioning-quotes,1
2018-10-16,marketing-crm-scorecard,8
2019-04-08,shop-performance-overview,19
2019-08-27,marketing-overview,17
2019-09-26,weekly-sales-comparison,17
2020-03-27,shipment-orders,1
2019-09-26,shop-performance-overview,4
2020-04-01,shipment-parcels,3
2020-03-27,supplies,1
2018-10-16,marketing-seo-scorecard,2
2018-10-16,emarsys-api-monitoring,4
2019-08-27,delivery-quotes,4
2019-04-08,sales-comparison,28
2019-08-27,supplies,2
2018-10-16,db-size-overview,10
2018-10-16,marketing-overview,39
2019-11-07,sales-trend,2
2019-08-27,shipment-parcels,8
2019-11-15,shipment-parcels,4
2019-11-15,shop-performance-overview,4
2020-02-21,shipment-parcels,4
2020-07-03,shipment-parcels,7
2020-07-17,marketing-cost,2
2018-09-11,marketing-country-overview,8
2018-09-11,marketing-sea-scorecard,3
2020-02-21,revenue-factura,10
2020-01-24,sales-trend,1
2020-02-21,marketing-awin-scorecard,2
2018-09-11,marketing-overview,25
2018-09-11,marketing-channel-overview,8
2020-01-24,weekly-sales-comparison,2
2020-04-29,shop-performance-overview,2
2020-02-21,marketing-overview,15
2020-09-01,marketing-crm-scorecard,2
2020-02-21,weekly-sales-comparison,3
2019-11-11,marketing-awin-scorecard,23
2020-01-07,shipment-orders,4
2019-09-23,delivery-quotes,2
2020-01-07,shop-performance-overview,5
2020-02-21,sales-comparison,248
2019-07-04,provisioning-quotes,3
2020-02-06,shop-performance-overview,4
2019-10-02,sales-trend,1
2019-05-27,sales-trend,3
2020-08-12,shipment-parcels,1
2019-05-27,user-stats,2
2020-05-12,revenue-factura,6
2019-07-04,delivery-quotes,8
2019-10-02,shipment-orders,2
2020-10-01,sales-trend,1
2020-05-12,delivery-quotes,10
2020-12-02,marketing-awin-scorecard,2
2019-05-27,marketing-channel-overview,1
2020-08-12,shipment-orders,2
2019-03-04,sales-comparison,9
2019-03-04,marketing-dis-ret-scorecard,4
2020-05-12,shipment-parcels,8
2019-03-04,marketing-affiliate-scorecard,8
2019-03-04,marketing-overview,58
2020-02-05,sales-trend,1
2019-07-04,shipment-orders,1
2020-02-11,shipment-orders,3
2020-02-11,sales-trend,2
2020-08-12,revenue-factura-before-returs,1
2019-03-04,shop-performance-overview,3
2019-12-23,sales-comparison,203
2021-01-04,value-returned,1
2019-04-16,marketing-overview,23
2019-10-09,shop-performance-overview,3
2019-05-09,marketing-affiliate-scorecard,1
2019-07-25,shop-performance-overview,1
2019-08-26,shipment-orders,2
2019-09-26,shipment-parcels,1
2020-06-16,provisioning-quotes,3
2019-05-07,shop-performance-overview,2
2019-04-16,sales-comparison,123
2019-04-16,marketing-channel-overview,5
2020-12-11,value-returned,1
2020-05-13,shop-performance-overview,1
2020-02-27,revenue-factura,4
2019-05-07,sales-comparison,104
2020-08-18,sales-trend,2
2019-11-15,weekly-sales-comparison,1
2019-08-26,process-time,1
2020-08-18,shipment-orders,1
2019-05-09,sales-trend,3
2020-02-27,value-returned,2
2020-08-18,provisioning-quotes,1
2019-10-09,shipment-parcels,3
2020-03-29,sales-comparison,87
2019-08-22,provisioning-quotes,4
2019-01-28,marketing-overview,74
2019-10-09,provisioning-quotes,1
2019-08-22,delivery-quotes,5
2020-09-06,sales-comparison,25
2019-01-28,shop-performance-overview,27
2020-04-24,sales-trend,1
2019-08-22,shipment-orders,4
2020-11-04,provisioning-quotes,1
2019-01-28,marketing-sea-scorecard,4
2019-08-22,shipment-parcels,8
2020-01-23,shipment-parcels,2
2019-08-22,supplies,5
2019-10-11,shipment-parcels,10
2019-10-09,delivery-quotes,1
2019-10-09,supplies,1
2020-11-04,sales-trend,2
2019-08-22,process-time,7
2020-09-06,weekly-sales-comparison,22
2019-01-28,marketing-channel-overview,5
2020-07-20,delivery-quotes,4
2019-10-11,shipment-orders,4
2020-01-08,delivery-quotes,2
2019-07-11,marketing-awin-scorecard,1
2020-02-07,shop-performance-overview,1
2019-10-29,sales-trend,1
2020-04-17,shipment-orders,2
2020-04-28,marketing-crm-scorecard,2
2019-05-10,marketing-overview,12
2020-10-30,sales-trend,2
2020-04-28,user-stats,1
2020-09-07,shipment-orders,4
2020-06-18,shop-performance-overview,1
2020-07-29,shipment-parcels,2
2020-02-07,provisioning-quotes,4
2020-09-07,supplies,1
2019-05-10,sales-comparison,66
2020-06-18,marketing-cost,1
2020-04-28,marketing-affiliate-scorecard,1
2020-02-12,shop-performance-overview,3
2020-06-18,revenue-factura-before-returs,1
2020-02-21,delivery-quotes,4
2020-04-17,shipment-parcels,6
2019-07-09,sales-trend,2
2020-04-21,sales-trend,1
2020-04-28,sales-trend,3
2020-06-02,marketing-awin-scorecard,2
2020-09-28,delivery-quotes,3
2020-06-18,sales-trend,1
2019-10-29,marketing-crm-scorecard,2
2019-11-26,shipment-orders,3
2019-11-28,delivery-quotes,9
2019-05-07,marketing-overview,17
2019-06-03,sales-comparison,168
2019-10-01,marketing-affiliate-scorecard,1
2020-08-25,shop-performance-overview,3
2020-09-23,marketing-cost,2
2019-10-01,marketing-awin-scorecard,6
2020-12-04,user-stats,1
2019-05-10,shop-performance-overview,3
2020-02-16,sales-comparison,32
2019-08-16,marketing-overview,8
2020-01-20,weekly-overview,1
2019-06-03,marketing-channel-overview,4
2020-08-25,shipment-parcels,3
2019-09-20,shop-performance-overview,4
2019-10-01,shop-performance-overview,6
2019-05-07,sales-trend,3
2019-08-16,shipment-parcels,4
2020-12-04,marketing-awin-scorecard,1
2019-05-07,weekly-overview,6
2020-01-20,user-stats,4
2019-06-03,marketing-awin-scorecard,17
2019-08-16,sales-comparison,138
2019-06-03,marketing-overview,35
2020-07-21,revenue-factura-before-returs,1
2018-10-25,db-size-overview,1
2019-04-15,weekly-overview,11
2018-10-25,emarsys-api-monitoring,2
2020-07-08,value-returned,1
2019-04-15,marketing-overview,37
2019-04-15,marketing-seo-scorecard,1
2020-11-05,revenue-factura-before-returs,2
2018-10-25,marketing-overview,19
2019-12-17,sales-trend,1
2020-10-29,shipment-parcels,12
2018-10-25,marketing-crm-scorecard,3
2019-04-23,sales-comparison,105
2020-10-02,revenue-factura,2
2020-02-05,revenue-factura,2
2020-07-14,delivery-quotes,9
2019-04-23,marketing-cost,3
2020-03-23,shop-performance-overview,3
2020-11-27,delivery-quotes,1
2019-04-15,sales-comparison,101
2019-12-03,shop-performance-overview,1
2020-09-01,provisioning-quotes,3
2019-04-23,marketing-overview,16
2018-10-25,navision-api-monitoring,1
2019-04-15,marketing-channel-overview,2
2020-09-01,delivery-quotes,9
2020-09-04,shop-performance-overview,2
2020-02-21,shop-performance-overview,1
2019-01-28,sales-comparison,24
2019-10-15,shipment-orders,2
2019-09-23,shipment-parcels,2
2018-09-05,shop-performance-overview,41
2019-01-28,marketing-country-overview,6
2019-01-28,user-stats,1
2020-02-24,shipment-parcels,9
2018-09-05,marketing-country-overview,13
2020-02-21,marketing-cost,3
2018-09-05,marketing-overview,49
2019-12-10,delivery-quotes,3
2020-02-24,shipment-orders,2
2018-09-05,marketing-seo-scorecard,8
2020-09-04,shipment-orders,3
2019-12-13,marketing-overview,17
2018-09-05,marketing-channel-overview,6
2020-09-18,shipment-orders,2
2020-09-17,shipment-parcels,2
2019-12-13,sales-comparison,212
2020-04-14,value-returned,1
2019-12-10,shipment-orders,1
2020-09-17,value-returned,1
2019-09-04,shipment-orders,6
2020-02-21,marketing-affiliate-scorecard,4
2019-01-28,sales-trend,1
2019-12-13,weekly-sales-comparison,37
2019-01-28,weekly-overview,4
2019-04-12,user-stats,7
2020-11-28,sales-comparison,132
2020-01-09,sales-trend,3
2019-08-29,delivery-quotes,2
2020-09-15,user-stats,1
2019-02-11,weekly-overview,6
2019-12-10,sales-trend,2
2020-03-18,revenue-factura,4
2019-06-03,shop-performance-overview,10
2020-06-15,marketing-affiliate-scorecard,1
2020-03-18,shipment-parcels,2
2019-02-11,marketing-overview,40
2020-09-15,shop-performance-overview,3
2020-11-28,shipment-parcels,1
2020-11-28,weekly-sales-comparison,57
2019-02-11,shop-performance-overview,9
2020-03-18,shop-performance-overview,1
2019-02-11,marketing-country-overview,10
2019-05-14,shop-performance-overview,3
2020-06-15,marketing-awin-scorecard,8
2020-06-15,marketing-crm-scorecard,1
2019-08-29,shipment-parcels,2
2019-06-03,weekly-overview,5
2019-09-17,marketing-overview,14
2019-02-11,marketing-channel-overview,5
2020-08-10,shop-performance-overview,2
2019-04-12,sales-trend,2
2020-08-10,sales-trend,2
2020-04-20,revenue-factura-before-returs,1
2019-09-25,shipment-orders,7
2019-07-11,marketing-cost,4
2019-07-18,provisioning-quotes,1
2019-07-18,shipment-orders,1
2020-06-17,delivery-quotes,4
2019-07-12,sales-trend,1
2019-12-11,delivery-quotes,1
2019-09-26,marketing-crm-scorecard,2
2019-07-18,delivery-quotes,1
2019-12-11,shipment-parcels,6
2019-07-11,user-stats,1
2020-04-20,marketing-affiliate-scorecard,1
2019-07-19,sales-comparison,166
2019-07-19,marketing-overview,19
2019-12-11,marketing-overview,25
2019-12-11,sales-comparison,251
2019-11-13,sales-trend,1
2019-07-18,shipment-parcels,1
2019-07-12,weekly-overview,3
2020-12-21,shipment-orders,1
2019-07-12,marketing-overview,11
2020-07-09,user-stats,1
2019-10-22,shipment-parcels,6
2019-05-10,marketing-channel-overview,1
2019-05-08,shop-performance-overview,13
2020-03-31,sales-trend,1
2020-07-09,sales-trend,2
2019-05-08,sales-comparison,49
2019-06-04,user-stats,7
2020-07-09,shop-performance-overview,1
2019-10-10,process-time,4
2019-11-14,shop-performance-overview,2
2019-10-28,marketing-awin-scorecard,19
2019-11-26,sales-trend,1
2020-03-31,marketing-crm-scorecard,1
2019-05-08,weekly-overview,8
2020-11-04,shipment-orders,4
2019-05-08,marketing-overview,19
2019-09-02,user-stats,4
2019-06-17,user-stats,3
2019-03-11,shop-performance-overview,7
2019-06-17,sales-trend,2
2020-11-04,revenue-factura-before-returs,1
2020-08-24,sales-trend,3
2019-06-07,sales-trend,2
2020-02-28,value-returned,4
2020-05-27,user-stats,6
2020-08-24,user-stats,1
2020-02-28,process-time,1
2020-06-10,sales-trend,1
2020-02-28,revenue-factura-before-returs,3
2019-06-07,marketing-overview,17
2019-04-23,shop-performance-overview,3
2019-06-07,shop-performance-overview,4
2019-04-23,user-stats,1
2019-04-23,weekly-overview,10
2020-02-28,shipment-parcels,3
2019-10-22,weekly-sales-comparison,4
2019-04-23,sales-trend,2
2019-03-11,marketing-overview,38
2019-09-09,marketing-awin-scorecard,17
2020-04-14,provisioning-quotes,1
2019-06-07,sales-comparison,137
2019-06-17,marketing-channel-overview,2
2020-07-10,shipment-parcels,4
2019-09-09,marketing-affiliate-scorecard,2
2019-09-02,supplies,2
2019-03-11,marketing-sea-scorecard,11
2020-02-28,delivery-quotes,2
2019-05-20,weekly-overview,6
2019-03-04,marketing-channel-overview,4
2020-01-13,process-time,1
2020-06-30,provisioning-quotes,1
2020-01-13,supplies,2
2020-10-23,process-time,1
2020-08-24,shipment-parcels,1
2020-01-13,provisioning-quotes,1
2020-08-24,delivery-quotes,1
2019-09-05,supplies,2
2019-07-08,delivery-quotes,3
2020-06-30,delivery-quotes,6
2020-08-24,value-returned,2
2019-09-05,provisioning-quotes,2
2019-09-05,shop-performance-overview,2
2019-09-05,process-time,1
2019-05-21,sales-trend,1
2019-09-05,shipment-orders,1
2019-07-08,marketing-channel-overview,1
2019-07-16,user-stats,3
2019-06-03,marketing-crm-scorecard,3
2019-07-16,marketing-crm-scorecard,6
2020-09-10,sales-trend,1
2020-01-29,revenue-factura-before-returs,1
2020-06-12,revenue-factura-before-returs,2
2019-09-17,delivery-quotes,9
2019-08-27,shop-performance-overview,1
2020-01-29,revenue-factura,4
2019-10-28,sales-trend,4
2019-06-11,sales-trend,4
2020-03-03,revenue-factura-before-returs,3
2019-06-03,marketing-cost,2
2021-01-05,shipment-parcels,7
2019-12-06,shop-performance-overview,2
2019-09-18,marketing-cost,1
2020-08-19,user-stats,1
2020-10-28,delivery-quotes,2
2019-06-03,marketing-affiliate-scorecard,29
2019-10-16,shipment-parcels,5
2020-08-04,provisioning-quotes,1
2020-09-08,provisioning-quotes,1
2020-08-26,delivery-quotes,4
2020-01-31,shipment-orders,1
2020-01-29,delivery-quotes,1
2020-01-31,revenue-factura,2
2020-03-03,shipment-orders,2
2020-03-18,marketing-crm-scorecard,2
2019-07-19,shop-performance-overview,4
2020-08-27,supplies,2
2018-10-30,marketing-country-overview,11
2020-05-14,shop-performance-overview,4
2020-06-29,user-stats,1
2019-05-17,weekly-overview,4
2018-10-30,marketing-channel-overview,10
2019-11-08,shipment-parcels,8
2020-05-19,revenue-factura-before-returs,1
2019-07-19,weekly-overview,2
2020-08-27,shipment-parcels,2
2020-08-04,delivery-quotes,4
2020-12-05,sales-comparison,39
2018-10-30,marketing-sea-scorecard,7
2020-01-22,revenue-factura-before-returs,1
2018-10-30,marketing-overview,41
2018-10-30,marketing-crm-scorecard,27
2019-02-21,marketing-overview,37
2020-03-10,value-returned,1
2019-09-30,process-time,1
2019-02-21,user-stats,6
2019-12-05,delivery-quotes,5
2019-09-30,user-stats,1
2019-02-21,marketing-country-overview,5
2019-11-18,marketing-awin-scorecard,19
2020-05-12,shop-performance-overview,4
2019-09-30,provisioning-quotes,1
2019-09-30,shipment-orders,1
2019-02-21,weekly-overview,2
2019-09-30,supplies,1
2019-02-21,shop-performance-overview,2
2019-09-30,shipment-parcels,2
2019-02-21,marketing-dis-ret-scorecard,30
2019-12-05,shipment-parcels,6
2019-09-12,marketing-cost,2
2019-08-21,shipment-orders,4
2019-08-08,marketing-crm-scorecard,2
2019-12-13,shop-performance-overview,2
2019-09-17,marketing-cost,1
2020-01-21,weekly-sales-comparison,4
2019-11-25,sales-trend,2
2020-02-22,delivery-quotes,5
2020-07-20,sales-trend,4
2020-06-23,delivery-quotes,10
2018-09-06,marketing-sea-scorecard,9
2018-09-06,marketing-overview,42
2019-03-01,sales-comparison,4
2019-09-17,marketing-crm-scorecard,1
2019-09-17,user-stats,1
2019-12-13,revenue-factura-before-returs,3
2019-09-17,marketing-awin-scorecard,1
2020-02-22,marketing-overview,1
2018-09-06,marketing-seo-scorecard,2
2019-09-06,supplies,1
2019-09-06,shipment-parcels,4
2018-09-06,marketing-crm-scorecard,2
2020-02-22,weekly-sales-comparison,37
2020-03-10,marketing-crm-scorecard,10
2018-09-06,shop-performance-overview,11
2018-09-06,marketing-dis-ret-scorecard,1
2018-09-06,marketing-channel-overview,4
2019-09-17,shop-performance-overview,1
2019-09-06,shipment-orders,1
2019-09-17,marketing-affiliate-scorecard,1
2019-11-25,marketing-awin-scorecard,19
2019-12-13,revenue-factura,10
2020-02-22,sales-comparison,27
2019-10-30,supplies,1
2020-06-10,shop-performance-overview,1
2019-12-23,marketing-overview,7
2019-12-23,revenue-factura,10
2019-04-30,sales-trend,1
2018-11-02,marketing-crm-scorecard,10
2019-05-16,sales-trend,1
2018-11-02,shop-performance-overview,23
2019-12-23,shipment-parcels,7
2018-11-02,marketing-overview,21
2019-10-30,shipment-orders,2
2019-07-16,weekly-overview,10
2020-03-04,shop-performance-overview,6
2019-03-04,marketing-country-overview,4
2019-05-16,weekly-overview,5
2019-04-24,sales-comparison,43
2019-03-04,marketing-awin-scorecard,4
2019-04-30,marketing-channel-overview,3
2019-10-30,delivery-quotes,3
2019-12-19,revenue-factura,13
2018-11-26,marketing-overview,49
2019-11-06,shop-performance-overview,5
2018-11-26,shop-performance-overview,36
2019-10-25,marketing-overview,14
2019-11-06,shipment-parcels,7
2019-12-19,provisioning-quotes,1
2019-08-23,sales-trend,2
2018-11-26,marketing-cost,2
2018-11-26,marketing-dis-ret-scorecard,2
2019-10-25,delivery-quotes,3
2019-10-25,sales-comparison,178
2019-05-21,marketing-channel-overview,2
2019-11-06,delivery-quotes,4
2020-06-22,marketing-affiliate-scorecard,2
2020-06-22,marketing-awin-scorecard,2
2020-07-10,provisioning-quotes,2
2019-12-19,value-returned,1
2018-10-12,marketing-crm-scorecard,3
2018-11-15,marketing-overview,14
2018-11-15,shop-performance-overview,25
2019-08-09,shipment-orders,1
2019-12-19,revenue-factura-before-returs,1
2019-04-02,sales-comparison,22
2019-05-02,marketing-overview,18
2020-03-09,marketing-awin-scorecard,1
2019-06-27,user-stats,1
2019-06-27,weekly-overview,1
2019-08-05,provisioning-quotes,1
2020-07-31,revenue-factura-before-returs,1
2019-12-02,marketing-cost,1
2020-07-31,supplies,1
2019-06-27,marketing-affiliate-scorecard,1
2019-06-27,marketing-cost,1
2019-08-05,delivery-quotes,2
2019-10-10,provisioning-quotes,5
2020-06-25,delivery-quotes,1
2019-05-02,sales-comparison,85
2020-03-09,marketing-crm-scorecard,1
2019-06-27,marketing-crm-scorecard,1
2020-03-09,marketing-cost,1
2019-08-05,shipment-orders,3
2021-01-06,shipment-orders,2
2019-08-05,process-time,1
2019-06-27,sales-trend,3
2019-08-05,shop-performance-overview,10
2019-08-19,weekly-sales-comparison,32
2019-08-19,sales-trend,7
2020-08-21,marketing-crm-scorecard,1
2018-11-08,marketing-overview,16
2019-09-16,supplies,1
2019-09-16,process-time,1
2019-06-26,marketing-overview,12
2019-07-23,shipment-parcels,2
2019-06-26,sales-comparison,125
2020-08-21,marketing-cost,1
2019-12-19,shop-performance-overview,3
2020-11-02,supplies,1
2019-12-19,shipment-parcels,4
2018-11-08,shop-performance-overview,24
2019-09-16,delivery-quotes,2
2019-08-19,user-stats,6
2020-08-21,shop-performance-overview,2
2019-06-12,shop-performance-overview,7
2019-11-06,user-stats,1
2019-12-19,sales-trend,1
2019-06-26,sales-trend,1
2020-08-21,marketing-affiliate-scorecard,1
2019-12-19,marketing-awin-scorecard,1
2020-08-14,shop-performance-overview,1
2019-11-06,marketing-affiliate-scorecard,2
2019-08-30,shop-performance-overview,1
2018-11-08,marketing-channel-overview,2
2019-08-19,shop-performance-overview,3
2019-04-25,shop-performance-overview,4
2019-09-24,sales-trend,2
2019-04-25,marketing-crm-scorecard,6
2018-11-01,marketing-country-overview,1
2018-11-01,marketing-channel-overview,7
2019-11-28,shipment-parcels,2
2019-07-08,shop-performance-overview,6
2019-04-25,sales-comparison,60
2020-07-30,shipment-parcels,1
2018-11-01,marketing-overview,25
2018-11-01,shop-performance-overview,29
2019-09-24,weekly-sales-comparison,4
2019-04-25,weekly-overview,4
2019-04-25,marketing-overview,18
2020-02-25,user-stats,1
2019-06-24,marketing-channel-overview,1
2020-02-12,sales-trend,1
2019-07-08,shipment-parcels,1
2019-09-24,shipment-parcels,2
2019-12-11,shop-performance-overview,2
2019-02-07,marketing-overview,48
2020-02-20,marketing-cost,2
2019-05-02,marketing-awin-scorecard,5
2020-10-01,marketing-crm-scorecard,1
2019-05-02,marketing-channel-overview,2
2019-10-01,shipment-parcels,6
2019-12-11,weekly-sales-comparison,2
2019-10-01,shipment-orders,2
2019-02-07,shop-performance-overview,9
2019-12-20,sales-trend,1
2019-12-20,shop-performance-overview,2
2019-10-31,delivery-quotes,8
2020-08-10,process-time,1
2019-01-30,marketing-overview,75
2019-01-30,marketing-country-overview,39
2019-01-30,sales-comparison,9
2020-10-29,sales-trend,2
2019-05-02,shop-performance-overview,5
2020-02-20,weekly-sales-comparison,2
2019-01-30,shop-performance-overview,11
2019-10-01,weekly-sales-comparison,1
2019-01-30,marketing-channel-overview,11
2019-05-02,marketing-crm-scorecard,1
2019-11-30,sales-comparison,132
2019-07-24,provisioning-quotes,1
2019-05-03,marketing-overview,24
2020-12-02,marketing-crm-scorecard,1
2019-05-03,shop-performance-overview,1
2019-11-30,marketing-affiliate-scorecard,1
2020-06-16,shipment-orders,8
2020-06-16,supplies,1
2019-10-25,marketing-cost,7
2019-10-15,marketing-cost,1
2019-10-25,shipment-parcels,1
2019-12-01,sales-comparison,124
2019-11-30,shop-performance-overview,1
2019-05-03,sales-comparison,54
2020-12-02,marketing-affiliate-scorecard,1
2019-11-30,weekly-sales-comparison,5
2020-02-14,sales-trend,1
2019-10-15,shipment-parcels,5
2019-05-03,weekly-overview,6
2020-06-16,shipment-parcels,3
2019-12-01,weekly-sales-comparison,21
2019-11-30,marketing-overview,10
2019-11-30,marketing-cost,1
2018-10-10,marketing-overview,19
2020-05-27,shop-performance-overview,6
2020-05-27,shipment-orders,1
2019-11-05,delivery-quotes,1
2018-10-09,marketing-dis-ret-scorecard,8
2018-10-10,marketing-seo-scorecard,1
2020-05-27,sales-trend,1
2018-10-15,marketing-crm-scorecard,1
2018-10-10,marketing-dis-ret-scorecard,19
2019-06-26,marketing-crm-scorecard,10
2020-08-25,sales-trend,2
2018-10-09,marketing-overview,53
2019-11-08,shop-performance-overview,4
2018-10-09,marketing-cost,12
2020-07-22,shipment-parcels,10
2019-11-08,shipment-orders,3
2019-02-27,sales-comparison,15
2019-12-23,sales-trend,2
2020-01-23,delivery-quotes,2
2019-02-27,shop-performance-overview,17
2020-11-01,value-returned,1
2019-03-04,marketing-crm-scorecard,2
2019-12-04,sales-trend,1
2020-11-01,revenue-factura,8
2020-05-04,marketing-affiliate-scorecard,1
2020-04-03,delivery-quotes,2
2020-11-01,shipment-parcels,4
2019-03-04,marketing-seo-scorecard,2
2019-03-04,user-stats,5
2019-03-04,marketing-cost,2
2020-11-01,sales-comparison,46
2020-11-01,sales-trend,1
2020-09-29,shipment-parcels,2
2018-10-08,marketing-channel-overview,4
2019-06-13,weekly-overview,2
2019-03-04,weekly-overview,7
2020-05-18,sales-trend,1
2018-10-08,marketing-overview,42
2020-11-01,weekly-sales-comparison,51
2020-09-26,revenue-factura,2
2018-10-31,marketing-crm-scorecard,12
2018-11-22,marketing-channel-overview,4
2020-11-22,sales-comparison,31
2020-02-26,revenue-factura-before-returs,2
2020-09-26,delivery-quotes,1
2018-10-31,marketing-overview,29
2020-11-26,revenue-factura-before-returs,2
2019-09-25,marketing-awin-scorecard,2
2020-11-26,supplies,3
2018-11-22,marketing-overview,15
2018-10-31,marketing-seo-scorecard,7
2018-11-22,marketing-country-overview,9
2018-10-31,marketing-sea-scorecard,10
2020-09-26,shipment-parcels,1
2019-02-22,marketing-overview,16
2020-11-22,weekly-sales-comparison,29
2020-02-26,value-returned,1
2020-09-26,sales-comparison,38
2020-11-22,shop-performance-overview,1
2018-11-22,shop-performance-overview,14
2019-09-03,user-stats,1
2020-03-26,revenue-factura-before-returs,1
2018-10-31,marketing-cost,3
2020-02-26,delivery-quotes,5
2020-08-12,sales-trend,1
2019-07-17,marketing-affiliate-scorecard,1
2019-05-13,marketing-overview,20
2019-05-06,sales-comparison,88
2019-05-06,marketing-awin-scorecard,3
2018-10-31,marketing-country-overview,10
2019-05-13,shop-performance-overview,12
2018-11-15,marketing-country-overview,7
2019-05-06,marketing-overview,12
2019-08-14,user-stats,1
2019-05-13,sales-comparison,116
2020-04-28,provisioning-quotes,2
2018-11-15,marketing-dis-ret-scorecard,1
2018-09-21,marketing-sea-scorecard,2
2018-10-31,marketing-channel-overview,7
2018-11-15,marketing-channel-overview,3
2018-10-31,shop-performance-overview,17
2019-05-06,marketing-affiliate-scorecard,1
2018-09-21,shop-performance-overview,16
2018-09-21,marketing-seo-scorecard,1
2019-09-20,weekly-sales-comparison,6
2018-09-21,marketing-overview,13
2019-05-13,sales-trend,1
2019-10-11,supplies,1
2019-10-11,delivery-quotes,11
2019-07-26,shipment-parcels,1
2020-05-14,sales-trend,5
2018-11-26,marketing-affiliate-scorecard,14
2019-10-11,provisioning-quotes,2
2018-11-26,marketing-channel-overview,9
2019-10-23,marketing-cost,3
2019-07-26,delivery-quotes,1
2020-10-22,sales-trend,1
2020-05-14,value-returned,2
2020-10-22,marketing-affiliate-scorecard,1
2019-08-19,supplies,2
2020-12-19,sales-comparison,23
2019-10-11,process-time,1
2019-01-03,db-size-overview,1
2019-09-27,delivery-quotes,4
2018-10-24,shop-performance-overview,4
2018-11-26,marketing-country-overview,10
2019-01-03,marketing-overview,19
2019-01-03,emarsys-api-monitoring,1
2019-01-03,marketing-channel-overview,1
2020-08-24,shipment-orders,4
2019-10-15,weekly-sales-comparison,2
2019-08-27,sales-trend,3
2019-03-21,marketing-overview,14
2019-01-03,weekly-overview,6
2019-01-03,shop-performance-overview,6
2019-08-27,shipment-orders,3
2019-01-03,marketing-country-overview,2
2019-08-27,provisioning-quotes,1
2019-10-15,supplies,1
2020-09-16,revenue-factura-before-returs,3
2018-11-26,marketing-seo-scorecard,1
2019-08-27,process-time,1
2018-10-24,marketing-seo-scorecard,2
2019-01-03,sales-comparison,13
2019-09-27,supplies,2
2018-10-16,user-stats,3
2019-09-27,process-time,1
2020-09-03,shipment-parcels,1
2020-06-23,provisioning-quotes,1
2019-06-11,marketing-awin-scorecard,17
2018-12-17,shop-performance-overview,10
2018-12-17,marketing-channel-overview,4
2019-07-10,user-stats,1
2019-03-21,sales-comparison,18
2020-02-10,shipment-orders,1
2019-03-28,shop-performance-overview,4
2020-01-27,delivery-quotes,2
2019-04-16,marketing-country-overview,2
2019-03-28,marketing-overview,55
2018-12-17,marketing-affiliate-scorecard,7
2019-02-18,marketing-channel-overview,14
2019-02-18,marketing-overview,48
2019-07-10,marketing-cost,4
2019-04-16,user-stats,7
2018-12-17,marketing-overview,18
2018-12-17,marketing-crm-scorecard,6
2019-04-16,shop-performance-overview,2
2020-06-02,user-stats,1
2020-01-13,shop-performance-overview,1
2018-12-17,marketing-seo-scorecard,1
2019-03-21,shop-performance-overview,2
2019-03-28,user-stats,7
2019-07-31,marketing-affiliate-scorecard,1
2018-08-21,marketing-channel-overview,8
2019-07-04,user-stats,1
2018-09-05,marketing-crm-scorecard,9
2018-09-05,marketing-sea-scorecard,1
2018-12-11,shop-performance-overview,18
2018-10-19,marketing-overview,38
2018-08-21,marketing-overview,39
2020-06-10,provisioning-quotes,2
2019-07-19,shipment-parcels,1
2020-05-08,shipment-orders,1
2019-07-31,marketing-awin-scorecard,1
2018-08-21,marketing-country-overview,7
2020-02-13,shipment-orders,1
2019-03-25,sales-comparison,14
2019-05-07,marketing-channel-overview,3
2020-06-10,shipment-parcels,3
2019-07-19,delivery-quotes,1
2020-03-28,weekly-sales-comparison,20
2020-03-28,sales-comparison,98
2018-12-11,marketing-overview,16
2019-07-31,marketing-crm-scorecard,1
2019-03-25,shop-performance-overview,18
2019-07-19,supplies,1
2018-09-26,shop-performance-overview,16
2020-07-10,revenue-factura-before-returs,2
2021-01-07,shop-performance-overview,1
2018-09-26,emarsys-api-monitoring,7
2018-09-26,marketing-dis-ret-scorecard,13
2019-03-15,sales-comparison,8
2018-09-26,marketing-channel-overview,13
2019-05-24,marketing-channel-overview,1
2020-08-20,revenue-factura,2
2019-02-21,marketing-cost,8
2019-03-05,marketing-overview,15
2019-06-06,marketing-cost,1
2018-09-26,marketing-country-overview,15
2019-02-21,emarsys-api-monitoring,1
2019-03-15,marketing-overview,32
