view_date,dashboard_name,total_views
2020-07-03,marketing-affiliate-scorecard,2
2020-07-16,sales-trend,3
2020-05-18,weekly-sales-comparison,31
2020-10-21,user-stats,2
2020-11-13,revenue-factura-before-returs,2
2020-10-19,shop-performance-overview,5
2020-10-21,revenue-factura-before-returs,1
2020-06-25,shipment-parcels,4
2020-03-04,revenue-factura-before-returs,1
2020-11-02,shipment-parcels,17
2020-05-08,delivery-quotes,3
2020-06-25,weekly-sales-comparison,29
2020-05-08,value-returned,8
2020-09-02,value-returned,2
2020-07-03,marketing-cost,1
2020-11-13,weekly-sales-comparison,75
2020-10-21,sales-comparison,286
2020-11-13,shipment-parcels,20
2020-10-20,marketing-overview,33
2020-03-04,sales-comparison,291
2020-03-04,shipment-parcels,6
2020-03-04,provisioning-quotes,3
2020-07-16,shop-performance-overview,4
2020-08-03,shipment-parcels,3
2020-10-20,sales-trend,3
2020-09-01,revenue-factura-before-returs,2
2020-11-13,sales-trend,2
2020-12-04,revenue-factura-before-returs,2
2020-09-14,marketing-awin-scorecard,1
2020-05-08,marketing-overview,25
2020-10-21,marketing-overview,30
2020-01-02,marketing-overview,12
2020-09-02,shipment-parcels,5
2020-05-11,value-returned,1
2020-02-12,sales-comparison,291
2020-05-08,sales-comparison,313
2020-07-13,delivery-quotes,11
2020-01-02,sales-comparison,176
2020-01-02,revenue-factura-before-returs,3
2020-11-13,user-stats,1
2020-11-02,sales-trend,8
2020-10-21,weekly-sales-comparison,85
2020-11-02,delivery-quotes,2
2020-02-12,marketing-overview,23
2020-01-02,revenue-factura,3
2020-10-19,revenue-factura-before-returs,1
2020-07-13,supplies,3
2020-10-21,shipment-orders,1
2020-08-03,value-returned,1
2020-03-04,process-time,3
2020-11-13,revenue-factura,24
2020-07-13,provisioning-quotes,3
2020-02-12,weekly-sales-comparison,4
2020-07-16,revenue-factura,5
2020-10-20,weekly-sales-comparison,77
2020-03-18,marketing-overview,18
2020-03-04,supplies,2
2020-05-08,weekly-sales-comparison,50
2020-01-02,shop-performance-overview,5
2020-03-04,shipment-orders,2
2020-08-03,weekly-sales-comparison,34
2020-07-13,shipment-orders,2
2020-05-11,sales-trend,3
2020-11-02,shipment-orders,3
2020-10-20,shipment-parcels,11
2020-11-13,shipment-orders,2
2020-10-20,sales-comparison,361
2020-08-27,marketing-overview,29
2020-05-18,sales-comparison,450
2020-11-13,supplies,1
2020-08-27,shipment-orders,11
2020-03-18,sales-comparison,440
2020-07-13,shop-performance-overview,3
2020-10-20,revenue-factura,9
2020-03-04,sales-trend,2
2020-10-20,delivery-quotes,4
2020-06-03,revenue-factura-before-returs,1
2020-07-03,shop-performance-overview,3
2020-09-01,shipment-parcels,8
2020-03-04,marketing-crm-scorecard,1
2020-03-04,weekly-sales-comparison,24
2020-11-13,sales-comparison,356
2020-08-03,revenue-factura,7
2020-05-18,marketing-overview,32
2020-09-02,delivery-quotes,2
2020-05-08,revenue-factura,7
2020-11-13,marketing-overview,21
2020-03-04,delivery-quotes,14
2020-10-20,value-returned,1
2020-02-12,shipment-parcels,9
2020-07-13,value-returned,2
2020-10-20,shop-performance-overview,3
2021-01-06,shop-performance-overview,2
2020-04-08,revenue-factura,7
2020-12-21,marketing-overview,23
2020-04-22,value-returned,1
2020-04-22,sales-comparison,463
2020-07-01,provisioning-quotes,1
2020-04-22,marketing-overview,40
2020-07-10,sales-trend,2
2020-02-06,marketing-overview,25
2021-01-06,weekly-sales-comparison,29
2020-10-08,revenue-factura,3
2020-03-04,value-returned,3
2020-04-08,marketing-overview,35
2020-07-10,weekly-sales-comparison,48
2020-12-21,revenue-factura,15
2020-07-05,weekly-sales-comparison,14
2020-10-08,shipment-parcels,8
2020-04-22,revenue-factura,14
2020-05-18,revenue-factura-before-returs,3
2020-03-04,revenue-factura,5
2020-11-27,shop-performance-overview,2
2020-12-21,weekly-sales-comparison,16
2020-07-09,weekly-sales-comparison,37
2020-04-01,weekly-sales-comparison,51
2020-03-09,shop-performance-overview,8
2020-02-06,weekly-sales-comparison,12
2020-04-22,sales-trend,3
2020-04-01,revenue-factura,47
2020-08-06,sales-comparison,273
2020-07-10,revenue-factura,9
2020-04-01,marketing-overview,32
2020-03-17,sales-comparison,466
2020-08-06,weekly-sales-comparison,45
2020-07-17,sales-comparison,202
2020-03-17,shipment-parcels,5
2020-12-21,sales-comparison,235
2020-03-06,delivery-quotes,2
2020-07-15,sales-comparison,268
2020-10-08,delivery-quotes,6
2020-07-09,marketing-overview,20
2020-02-06,marketing-cost,1
2020-05-18,shop-performance-overview,2
2020-04-08,delivery-quotes,6
2020-04-08,sales-trend,7
2020-04-08,shipment-parcels,8
2020-02-06,shipment-parcels,8
2020-08-06,marketing-overview,20
2020-10-08,sales-comparison,269
2020-04-01,value-returned,6
2020-07-05,marketing-overview,10
2020-07-15,weekly-sales-comparison,48
2020-07-09,delivery-quotes,2
2020-03-04,marketing-overview,24
2020-04-01,delivery-quotes,8
2020-07-15,marketing-overview,25
2020-04-08,sales-comparison,442
2020-07-10,marketing-overview,20
2021-01-06,marketing-overview,37
2020-10-08,marketing-overview,22
2020-02-06,revenue-factura,4
2020-04-22,shipment-parcels,8
2020-07-10,sales-comparison,242
2020-07-09,sales-comparison,297
2020-03-17,weekly-sales-comparison,51
2020-07-09,revenue-factura,8
2020-03-17,marketing-overview,21
2020-04-08,weekly-sales-comparison,69
2020-10-08,weekly-sales-comparison,65
2020-07-15,delivery-quotes,3
2020-02-06,sales-comparison,314
2020-12-22,sales-comparison,242
2020-04-08,shipment-orders,6
2020-12-22,weekly-sales-comparison,32
2020-04-22,delivery-quotes,10
2020-11-27,user-stats,1
2020-04-01,sales-comparison,466
2020-04-22,weekly-sales-comparison,19
2021-01-06,sales-comparison,356
2020-10-07,value-returned,1
2020-08-06,revenue-factura,2
2020-12-21,shipment-parcels,7
2020-12-14,weekly-sales-comparison,22
2020-10-30,revenue-factura,22
2020-10-30,shipment-parcels,13
2021-01-05,sales-trend,5
2020-07-15,shipment-parcels,8
2020-05-20,sales-comparison,343
2020-11-02,shop-performance-overview,1
2020-04-30,marketing-overview,18
2020-09-15,revenue-factura,17
2020-12-14,sales-comparison,326
2020-04-15,marketing-overview,36
2020-09-10,weekly-sales-comparison,45
2020-03-31,weekly-sales-comparison,66
2021-01-05,weekly-sales-comparison,28
2020-05-20,shipment-parcels,3
2021-01-05,sales-comparison,353
2020-03-31,shop-performance-overview,2
2020-09-10,sales-comparison,317
2020-08-11,marketing-overview,13
2020-07-15,revenue-factura,4
2020-04-15,revenue-factura,4
2020-04-23,sales-comparison,370
2020-05-13,revenue-factura,3
2020-07-14,sales-comparison,276
2020-04-28,sales-comparison,396
2020-03-31,provisioning-quotes,2
2020-09-15,sales-comparison,310
2020-07-15,value-returned,2
2020-05-13,sales-comparison,327
2020-12-14,shipment-parcels,23
2020-07-21,weekly-sales-comparison,46
2020-04-23,revenue-factura,9
2020-12-14,revenue-factura-before-returs,1
2020-08-11,sales-comparison,301
2020-07-14,weekly-sales-comparison,7
2020-04-28,marketing-overview,26
2020-03-17,sales-trend,3
2020-04-28,revenue-factura,23
2020-04-15,delivery-quotes,7
2020-03-31,sales-comparison,528
2020-09-15,sales-trend,1
2020-05-13,value-returned,3
2020-10-30,delivery-quotes,5
2020-04-28,weekly-sales-comparison,24
2020-08-27,sales-trend,3
2020-05-13,delivery-quotes,4
2020-05-13,marketing-overview,29
2020-04-15,sales-comparison,413
2020-10-30,shop-performance-overview,1
2020-12-14,revenue-factura,21
2020-03-31,revenue-factura,28
2020-03-31,shipment-orders,2
2020-04-23,delivery-quotes,9
2020-04-28,shop-performance-overview,3
2020-12-14,sales-trend,4
2020-08-11,weekly-sales-comparison,45
2020-10-30,shipment-orders,6
2020-04-28,delivery-quotes,9
2020-05-20,marketing-overview,23
2020-05-13,weekly-sales-comparison,28
2020-01-17,marketing-overview,25
2020-10-30,sales-comparison,198
2020-04-30,sales-comparison,371
2020-05-20,value-returned,14
2020-01-17,marketing-awin-scorecard,1
2020-08-27,shop-performance-overview,2
2020-04-15,weekly-sales-comparison,24
2020-03-31,shipment-parcels,7
2020-04-23,marketing-overview,19
2020-05-13,shipment-orders,3
2020-10-30,marketing-overview,17
2020-12-14,marketing-overview,31
2020-12-14,shop-performance-overview,2
2020-09-10,marketing-overview,23
2020-05-20,revenue-factura,11
2020-03-31,revenue-factura-before-returs,4
2020-05-13,revenue-factura-before-returs,2
2020-10-12,shop-performance-overview,2
2020-04-23,weekly-sales-comparison,12
2020-04-30,revenue-factura,25
2020-08-27,weekly-sales-comparison,9
2020-04-30,weekly-sales-comparison,29
2020-04-30,delivery-quotes,3
2020-01-17,sales-comparison,344
2020-05-20,delivery-quotes,6
2020-05-20,weekly-sales-comparison,10
2020-07-14,marketing-overview,15
2020-04-27,revenue-factura-before-returs,1
2020-10-30,weekly-sales-comparison,119
2020-03-31,marketing-overview,33
2020-07-21,sales-comparison,302
2020-03-31,delivery-quotes,6
2020-03-31,value-returned,5
2020-09-04,process-time,1
2020-06-22,weekly-sales-comparison,31
2020-05-19,value-returned,2
2020-10-09,shop-performance-overview,3
2020-10-09,marketing-overview,19
2020-04-17,sales-trend,1
2020-01-13,shipment-orders,2
2020-06-30,value-returned,1
2020-01-13,shipment-parcels,16
2020-01-13,weekly-sales-comparison,15
2020-06-30,revenue-factura,16
2020-12-03,value-returned,6
2020-06-04,sales-comparison,307
2020-06-22,value-returned,3
2020-10-09,delivery-quotes,3
2020-04-03,marketing-overview,23
2020-03-11,delivery-quotes,10
2020-09-04,weekly-sales-comparison,67
2020-06-04,shipment-parcels,6
2020-11-03,revenue-factura,14
2020-06-15,revenue-factura,8
2020-10-28,sales-trend,2
2020-09-04,supplies,1
2020-05-19,delivery-quotes,2
2020-06-30,sales-comparison,294
2020-01-13,sales-comparison,310
2020-06-22,marketing-overview,34
2020-11-05,user-stats,4
2020-04-17,sales-comparison,357
2020-12-03,sales-comparison,263
2020-04-03,shipment-parcels,7
2020-06-18,sales-comparison,373
2020-11-03,sales-comparison,348
2020-01-13,delivery-quotes,4
2020-06-15,provisioning-quotes,1
2020-03-11,revenue-factura,2
2020-10-28,shop-performance-overview,5
2020-01-13,marketing-overview,21
2020-06-22,shop-performance-overview,3
2020-06-04,revenue-factura,9
2020-08-20,sales-comparison,225
2020-06-04,marketing-overview,28
2020-12-03,marketing-overview,40
2020-06-30,marketing-overview,18
2020-06-22,revenue-factura-before-returs,2
2020-01-13,revenue-factura,11
2020-08-12,delivery-quotes,7
2020-08-12,sales-comparison,330
2020-12-03,revenue-factura,18
2020-06-22,revenue-factura,8
2020-09-04,revenue-factura,9
2020-08-12,marketing-crm-scorecard,1
2020-12-03,revenue-factura-before-returs,3
2020-11-03,weekly-sales-comparison,51
2020-07-21,shop-performance-overview,2
2020-10-09,sales-comparison,275
2020-04-03,revenue-factura,17
2020-06-04,weekly-sales-comparison,22
2020-11-05,sales-comparison,286
2020-12-03,weekly-sales-comparison,66
2020-10-09,shipment-parcels,13
2020-10-23,weekly-sales-comparison,44
2020-03-11,value-returned,1
2020-09-07,sales-trend,3
2020-10-23,marketing-awin-scorecard,1
2020-06-04,delivery-quotes,9
2020-08-12,marketing-overview,26
2020-11-03,marketing-overview,22
2020-09-04,marketing-overview,11
2020-08-12,user-stats,1
2020-09-04,shipment-parcels,2
2020-06-15,marketing-overview,23
2020-06-30,weekly-sales-comparison,25
2020-09-04,delivery-quotes,6
2020-09-04,provisioning-quotes,2
2020-06-15,shipment-parcels,4
2020-11-03,revenue-factura-before-returs,2
2020-11-05,marketing-overview,29
2020-11-03,shipment-parcels,8
2020-06-15,weekly-sales-comparison,18
2020-10-09,revenue-factura,15
2020-08-12,weekly-sales-comparison,24
2020-04-17,shop-performance-overview,6
2020-04-17,marketing-overview,59
2020-08-12,shop-performance-overview,3
2020-11-05,weekly-sales-comparison,118
2020-04-03,revenue-factura-before-returs,1
2020-08-20,marketing-overview,36
2020-10-09,weekly-sales-comparison,77
2020-06-22,marketing-cost,1
2020-06-18,marketing-overview,12
2020-06-18,weekly-sales-comparison,17
2020-10-09,shipment-orders,1
2020-10-23,sales-comparison,243
2020-06-15,shop-performance-overview,3
2020-11-05,shop-performance-overview,2
2020-12-03,marketing-awin-scorecard,2
2020-06-15,sales-comparison,322
2020-04-03,sales-comparison,414
2020-11-03,sales-trend,2
2020-04-03,shop-performance-overview,5
2020-06-18,revenue-factura,8
2020-09-04,value-returned,3
2020-10-23,marketing-overview,21
2020-04-17,weekly-sales-comparison,35
2020-12-03,shipment-parcels,11
2020-07-21,marketing-overview,25
2020-06-30,shop-performance-overview,2
2020-04-03,weekly-sales-comparison,45
2020-09-04,sales-comparison,207
2020-01-13,revenue-factura-before-returs,4
2020-03-10,delivery-quotes,5
2020-10-23,revenue-factura,8
2020-02-07,delivery-quotes,12
2020-08-14,sales-comparison,324
2020-08-14,marketing-overview,21
2020-02-10,weekly-sales-comparison,5
2020-07-06,delivery-quotes,3
2020-03-02,marketing-cost,2
2020-02-19,marketing-overview,24
2020-08-26,marketing-overview,28
2020-10-06,revenue-factura,10
2020-06-05,shop-performance-overview,1
2020-12-02,sales-trend,1
2020-02-10,user-stats,1
2020-08-14,shipment-parcels,5
2020-03-10,weekly-sales-comparison,9
2020-08-26,sales-comparison,326
2020-12-17,marketing-affiliate-scorecard,4
2020-06-25,shop-performance-overview,1
2020-05-11,shipment-orders,1
2020-10-23,marketing-crm-scorecard,1
2020-10-20,marketing-cost,1
2020-07-06,value-returned,1
2020-02-07,shipment-parcels,3
2020-10-23,delivery-quotes,1
2020-08-26,revenue-factura,7
2020-02-19,sales-comparison,335
2020-06-05,value-returned,2
2020-03-09,sales-trend,3
2020-03-10,sales-comparison,318
2020-02-19,delivery-quotes,9
2020-02-19,revenue-factura,3
2020-12-02,shop-performance-overview,2
2020-02-19,shipment-parcels,2
2020-04-20,sales-trend,5
2020-08-14,revenue-factura,6
2020-02-19,supplies,2
2020-08-26,weekly-sales-comparison,46
2020-04-20,shop-performance-overview,5
2021-01-07,delivery-quotes,3
2020-02-07,revenue-factura,4
2020-03-02,marketing-affiliate-scorecard,3
2020-10-23,sales-trend,2
2020-08-14,delivery-quotes,8
2020-06-05,delivery-quotes,2
2020-09-29,shop-performance-overview,3
2020-02-07,marketing-overview,16
2020-02-19,shop-performance-overview,12
2020-10-23,marketing-affiliate-scorecard,1
2021-01-07,marketing-overview,23
2020-02-19,shipment-orders,2
2020-04-01,shop-performance-overview,3
2020-06-05,revenue-factura-before-returs,1
2020-07-21,delivery-quotes,7
2020-04-01,marketing-crm-scorecard,1
2020-02-19,value-returned,3
2020-08-26,shop-performance-overview,3
2020-02-19,provisioning-quotes,1
2020-02-07,sales-comparison,235
2021-01-07,sales-comparison,283
2020-04-30,shop-performance-overview,2
2020-02-07,weekly-sales-comparison,7
2020-10-23,shipment-parcels,6
2020-06-05,shipment-parcels,8
2020-06-19,revenue-factura,4
2020-03-19,marketing-overview,27
2020-01-20,marketing-overview,38
2020-11-17,value-returned,2
2020-09-03,marketing-overview,27
2020-04-06,shop-performance-overview,3
2020-11-12,shop-performance-overview,4
2020-11-12,marketing-overview,30
2020-06-19,sales-comparison,303
2020-09-03,revenue-factura,7
2020-01-20,sales-comparison,367
2020-11-24,value-returned,2
2020-11-24,process-time,1
2020-07-28,marketing-overview,17
2020-02-26,shipment-parcels,4
2020-11-12,shipment-parcels,10
2020-03-19,weekly-sales-comparison,13
2020-01-20,revenue-factura,14
2020-06-19,shipment-parcels,3
2020-02-26,marketing-overview,22
2020-06-19,weekly-sales-comparison,63
2020-10-26,shop-performance-overview,4
2020-03-19,sales-comparison,394
2020-04-25,sales-comparison,41
2020-02-13,sales-trend,3
2020-08-31,marketing-affiliate-scorecard,2
2020-06-19,sales-trend,1
2020-06-19,marketing-overview,16
2020-02-13,delivery-quotes,5
2020-02-13,shipment-parcels,2
2020-11-23,shipment-orders,4
2020-11-24,revenue-factura-before-returs,3
2020-01-20,provisioning-quotes,9
2020-02-26,shipment-orders,3
2020-03-18,weekly-sales-comparison,29
2020-01-20,revenue-factura-before-returs,5
2020-02-13,marketing-overview,29
2020-01-20,shipment-orders,2
2020-09-09,shipment-parcels,10
2020-02-13,weekly-sales-comparison,3
2020-11-24,shipment-orders,4
2020-02-13,sales-comparison,264
2020-02-13,provisioning-quotes,2
2020-08-31,user-stats,2
2020-07-28,revenue-factura,5
2020-11-17,revenue-factura,21
2020-02-26,sales-comparison,314
2020-09-03,weekly-sales-comparison,30
2020-06-04,shipment-orders,1
2020-01-20,process-time,2
2020-06-19,delivery-quotes,3
2020-11-17,sales-trend,1
2020-08-12,revenue-factura,5
2020-03-10,marketing-overview,20
2020-06-04,provisioning-quotes,2
2020-07-28,user-stats,1
2020-11-17,delivery-quotes,4
2020-08-31,delivery-quotes,5
2020-11-09,revenue-factura-before-returs,4
2020-02-13,revenue-factura,7
2020-04-25,marketing-overview,5
2020-09-03,sales-comparison,293
2020-08-14,weekly-sales-comparison,47
2020-12-11,sales-comparison,197
2020-06-12,marketing-overview,14
2020-05-27,revenue-factura,16
2020-03-26,sales-comparison,395
2020-04-03,sales-trend,6
2020-04-07,shipment-parcels,20
2020-06-16,revenue-factura,9
2020-05-14,marketing-overview,28
2020-11-18,provisioning-quotes,1
2020-05-14,weekly-sales-comparison,12
2020-12-17,sales-trend,2
2020-03-26,revenue-factura,10
2020-08-31,shop-performance-overview,3
2020-12-11,shop-performance-overview,2
2020-04-07,sales-comparison,489
2020-11-18,shipment-parcels,20
2020-09-24,marketing-awin-scorecard,1
2020-04-07,sales-trend,3
2020-04-21,supplies,1
2020-05-26,weekly-sales-comparison,38
2020-05-27,value-returned,3
2020-05-28,delivery-quotes,1
2020-05-05,revenue-factura,10
2020-12-17,revenue-factura-before-returs,2
2020-05-26,sales-comparison,385
2020-05-28,value-returned,2
2020-05-27,delivery-quotes,2
2020-03-24,delivery-quotes,7
2020-05-28,revenue-factura,13
2020-08-31,process-time,1
2020-06-16,marketing-overview,16
2020-06-16,delivery-quotes,10
2020-06-16,sales-comparison,366
2020-05-28,sales-trend,1
2020-12-11,revenue-factura,19
2020-10-02,revenue-factura-before-returs,1
2020-08-31,marketing-crm-scorecard,1
2020-12-11,process-time,1
2020-11-18,marketing-overview,26
2020-12-11,shipment-parcels,10
2020-12-11,marketing-overview,24
2020-06-16,weekly-sales-comparison,32
2020-02-12,revenue-factura,6
2020-05-27,marketing-overview,39
2020-03-26,marketing-overview,24
2020-05-26,marketing-overview,26
2020-12-11,user-stats,3
2020-04-07,shipment-orders,3
2020-09-24,shipment-parcels,1
2020-06-16,shop-performance-overview,1
2020-05-05,delivery-quotes,4
2020-04-27,shop-performance-overview,2
2020-09-24,revenue-factura,6
2020-08-31,supplies,1
2020-05-28,sales-comparison,296
2020-05-05,weekly-sales-comparison,6
2020-05-27,weekly-sales-comparison,26
2020-04-27,sales-trend,3
2020-05-28,weekly-sales-comparison,5
2020-05-05,sales-comparison,324
2020-01-21,marketing-overview,18
2020-12-11,shipment-orders,4
2020-06-12,sales-comparison,177
2020-05-28,marketing-overview,24
2020-05-28,shipment-parcels,1
2020-05-26,revenue-factura,12
2020-08-31,provisioning-quotes,1
2020-09-24,sales-comparison,293
2020-10-02,value-returned,1
2020-05-14,sales-comparison,308
2020-01-21,sales-comparison,231
2020-03-17,shop-performance-overview,6
2020-05-27,sales-comparison,451
2020-04-07,marketing-overview,25
2020-11-18,sales-comparison,289
2020-03-26,delivery-quotes,5
2020-04-07,weekly-sales-comparison,28
2020-03-26,weekly-sales-comparison,35
2020-05-27,shipment-parcels,2
2020-06-12,revenue-factura,7
2020-09-24,marketing-overview,16
2020-05-05,marketing-overview,26
2020-10-02,delivery-quotes,4
2020-06-12,weekly-sales-comparison,14
2020-09-24,weekly-sales-comparison,16
2020-11-19,shop-performance-overview,7
2020-09-15,delivery-quotes,14
2020-11-19,sales-trend,2
2020-12-09,weekly-sales-comparison,44
2020-10-05,delivery-quotes,1
2020-09-15,weekly-sales-comparison,25
2020-06-03,shipment-parcels,4
2020-02-06,process-time,3
2020-02-06,revenue-factura-before-returs,2
2020-01-09,revenue-factura,5
2020-12-10,sales-trend,1
2020-05-29,marketing-overview,24
2020-09-15,shipment-orders,5
2020-08-06,revenue-factura-before-returs,1
2020-01-09,sales-comparison,231
2020-01-09,marketing-overview,15
2020-05-29,weekly-sales-comparison,30
2020-08-06,shipment-parcels,3
2020-02-17,shop-performance-overview,1
2020-01-10,sales-comparison,243
2020-07-28,value-returned,1
2020-04-29,weekly-sales-comparison,26
2020-02-17,marketing-awin-scorecard,2
2020-08-17,shop-performance-overview,2
2020-12-03,process-time,2
2020-05-29,delivery-quotes,1
2020-12-03,delivery-quotes,4
2020-02-17,weekly-sales-comparison,21
2020-05-19,shipment-parcels,6
2020-11-19,weekly-sales-comparison,58
2020-11-19,sales-comparison,313
2020-12-10,sales-comparison,178
2020-06-08,marketing-crm-scorecard,1
2020-12-03,provisioning-quotes,2
2020-12-03,shop-performance-overview,2
2020-02-06,supplies,1
2021-01-06,revenue-factura,10
2020-05-29,revenue-factura,20
2020-06-03,delivery-quotes,1
2020-05-19,sales-trend,4
2020-07-28,shipment-parcels,5
2020-12-09,sales-comparison,208
2020-12-10,weekly-sales-comparison,18
2020-02-17,sales-comparison,380
2020-05-29,value-returned,1
2020-02-17,marketing-overview,32
2020-02-17,revenue-factura,8
2020-12-10,marketing-overview,33
2020-05-29,sales-comparison,359
2020-05-29,shipment-parcels,1
2020-08-06,sales-trend,1
2020-05-19,shipment-orders,4
2020-06-03,shipment-orders,1
2020-08-06,delivery-quotes,15
2020-12-03,supplies,1
2020-10-05,sales-trend,4
2020-12-03,shipment-orders,3
2020-02-06,provisioning-quotes,4
2020-11-19,marketing-overview,33
2020-12-09,marketing-overview,17
2020-01-10,marketing-overview,24
2020-12-03,user-stats,1
2020-02-07,sales-trend,2
2021-01-06,shipment-parcels,8
2020-02-06,delivery-quotes,4
2020-02-06,value-returned,1
2020-05-19,shop-performance-overview,1
2020-02-06,shipment-orders,9
2020-12-10,shipment-parcels,16
2020-10-05,shipment-parcels,2
2020-12-03,sales-trend,1
2020-09-15,marketing-overview,23
2020-10-13,sales-trend,3
2020-07-21,shipment-parcels,5
2020-02-18,revenue-factura,5
2020-02-17,delivery-quotes,40
2020-02-27,weekly-sales-comparison,7
2020-02-14,sales-comparison,314
2021-01-08,user-stats,1
2020-10-13,sales-comparison,308
2021-01-08,revenue-factura-before-returs,4
2020-03-17,delivery-quotes,6
2020-10-13,weekly-sales-comparison,88
2021-01-08,weekly-sales-comparison,10
2020-10-13,shop-performance-overview,1
2020-10-22,shop-performance-overview,5
2021-01-08,sales-comparison,250
2021-01-08,marketing-overview,43
2020-10-15,marketing-cost,4
2020-02-17,shipment-orders,7
2020-07-21,shipment-orders,1
2021-01-08,supplies,1
2021-01-08,shipment-parcels,16
2020-02-27,marketing-overview,34
2021-01-08,delivery-quotes,3
2021-01-08,process-time,1
2020-01-20,shipment-parcels,7
2020-07-30,sales-trend,1
2020-02-27,shop-performance-overview,3
2020-10-13,marketing-overview,26
2020-02-27,sales-comparison,301
2020-02-17,provisioning-quotes,6
2020-10-21,delivery-quotes,1
2021-01-08,revenue-factura,14
2020-05-05,sales-trend,1
2020-10-13,shipment-parcels,4
2021-01-05,marketing-overview,26
2020-11-19,revenue-factura,17
2020-11-09,process-time,1
2020-05-04,user-stats,1
2020-01-09,shop-performance-overview,6
2020-02-27,sales-trend,1
2020-07-21,provisioning-quotes,1
2020-02-14,shop-performance-overview,9
2021-01-08,sales-trend,1
2020-02-17,shipment-parcels,8
2020-01-20,delivery-quotes,5
2021-01-08,shipment-orders,2
2020-10-21,shipment-parcels,3
2020-05-05,shop-performance-overview,5
2020-01-20,weekly-sales-comparison,29
2020-02-04,sales-comparison,259
2020-09-08,sales-trend,7
2020-12-18,process-time,3
2020-10-01,marketing-overview,26
2020-09-21,revenue-factura,10
2020-10-01,weekly-sales-comparison,42
2020-04-03,shipment-orders,18
2020-07-20,marketing-overview,21
2020-12-18,shipment-parcels,5
2020-04-17,revenue-factura,7
2020-01-07,delivery-quotes,2
2020-05-26,process-time,1
2020-07-20,revenue-factura,5
2020-01-07,shipment-parcels,2
2020-09-08,revenue-factura,21
2020-09-03,value-returned,1
2020-07-20,value-returned,1
2020-02-12,delivery-quotes,7
2020-12-18,marketing-overview,15
2020-09-08,sales-comparison,411
2020-05-22,weekly-sales-comparison,36
2020-07-20,sales-comparison,296
2020-09-08,shipment-parcels,12
2020-05-22,marketing-overview,14
2020-06-02,delivery-quotes,7
2020-06-02,revenue-factura-before-returs,1
2020-05-26,delivery-quotes,12
2020-09-08,weekly-sales-comparison,51
2020-06-29,marketing-overview,21
2020-06-29,revenue-factura,18
2020-05-26,value-returned,2
2020-05-22,value-returned,2
2020-06-29,sales-comparison,395
2020-09-03,delivery-quotes,2
2020-02-04,marketing-overview,26
2020-05-26,shipment-parcels,5
2020-05-22,user-stats,1
2020-04-17,delivery-quotes,4
2020-09-21,sales-trend,7
2020-06-29,weekly-sales-comparison,47
2020-04-06,sales-trend,2
2020-06-29,shipment-parcels,6
2020-01-07,marketing-overview,16
2020-12-18,sales-comparison,148
2020-04-07,revenue-factura,19
2020-07-10,delivery-quotes,6
2020-09-08,shipment-orders,19
2020-02-04,shop-performance-overview,8
2020-02-12,shipment-orders,2
2020-05-22,revenue-factura-before-returs,1
2020-02-12,provisioning-quotes,2
2020-02-04,weekly-sales-comparison,28
2020-05-22,shop-performance-overview,1
2020-09-08,marketing-overview,26
2020-05-22,revenue-factura,3
2020-10-26,delivery-quotes,1
2020-09-21,shop-performance-overview,5
2020-10-26,revenue-factura-before-returs,1
2020-07-20,shipment-parcels,5
2020-01-07,supplies,1
2020-12-18,delivery-quotes,2
2020-12-07,shop-performance-overview,2
2020-07-20,weekly-sales-comparison,10
2020-01-07,provisioning-quotes,1
2020-01-07,process-time,1
2020-01-07,value-returned,2
2020-05-22,sales-comparison,278
2020-10-01,revenue-factura-before-returs,2
2020-05-22,shipment-parcels,4
2020-06-29,delivery-quotes,4
2020-01-07,revenue-factura,3
2020-12-18,revenue-factura,18
2020-10-01,sales-comparison,258
2020-06-02,shipment-orders,6
2020-05-22,sales-trend,1
2020-01-07,revenue-factura-before-returs,1
2020-01-14,shop-performance-overview,2
2020-03-17,value-returned,1
2020-05-15,weekly-sales-comparison,18
2020-07-23,delivery-quotes,5
2020-07-08,sales-comparison,291
2020-11-04,user-stats,1
2020-06-05,marketing-cost,1
2020-03-17,revenue-factura-before-returs,3
2020-10-21,shop-performance-overview,2
2020-12-07,delivery-quotes,2
2020-03-13,marketing-overview,11
2020-12-07,marketing-awin-scorecard,1
2020-12-07,value-returned,1
2020-05-15,shipment-parcels,5
2020-07-23,sales-comparison,244
2020-07-08,revenue-factura,8
2020-07-23,marketing-overview,16
2020-06-08,marketing-cost,1
2020-05-15,marketing-overview,25
2020-03-13,sales-comparison,276
2020-05-15,sales-trend,2
2020-11-13,shop-performance-overview,2
2020-01-09,user-stats,5
2020-11-06,marketing-cost,2
2020-05-06,revenue-factura-before-returs,2
2020-07-20,user-stats,6
2020-03-13,weekly-sales-comparison,61
2020-05-15,revenue-factura,4
2020-07-24,marketing-awin-scorecard,2
2020-01-14,sales-comparison,249
2020-12-07,revenue-factura-before-returs,2
2020-11-06,sales-trend,4
2020-12-22,marketing-overview,26
2020-06-09,shipment-parcels,5
2020-05-15,sales-comparison,332
2020-10-23,shop-performance-overview,3
2020-11-13,delivery-quotes,2
2020-07-08,shipment-parcels,1
2020-03-17,revenue-factura,5
2020-12-22,shop-performance-overview,3
2020-07-06,marketing-awin-scorecard,19
2020-07-08,weekly-sales-comparison,45
