view_date,dashboard_name,total_views
2020-07-06,sales-trend,2
2020-07-08,marketing-overview,23
2020-03-13,shipment-parcels,1
2020-03-13,revenue-factura,2
2020-05-05,shipment-parcels,4
2020-11-11,shipment-parcels,10
2020-01-16,marketing-overview,23
2020-09-21,marketing-affiliate-scorecard,1
2020-01-16,revenue-factura-before-returs,1
2020-11-11,marketing-overview,22
2020-11-11,weekly-sales-comparison,75
2020-03-16,weekly-sales-comparison,26
2020-12-08,weekly-sales-comparison,46
2020-03-25,sales-comparison,501
2020-04-16,shipment-orders,1
2020-04-16,sales-trend,2
2020-09-10,revenue-factura,8
2020-04-16,shipment-parcels,4
2020-11-11,shipment-orders,3
2020-03-16,sales-comparison,399
2020-08-20,sales-trend,2
2020-03-25,user-stats,2
2020-03-16,shop-performance-overview,3
2020-11-11,sales-comparison,301
2020-07-10,shipment-orders,1
2020-04-03,provisioning-quotes,1
2020-12-08,shop-performance-overview,6
2020-11-11,revenue-factura,13
2020-12-08,marketing-overview,31
2021-01-05,value-returned,2
2020-03-25,weekly-sales-comparison,42
2020-01-16,sales-comparison,224
2020-08-20,weekly-sales-comparison,42
2020-12-08,sales-trend,7
2020-04-07,delivery-quotes,9
2020-01-16,user-stats,1
2020-12-08,sales-comparison,282
2020-03-25,marketing-overview,23
2020-03-25,revenue-factura,4
2020-03-16,marketing-overview,22
2020-11-11,sales-trend,9
2020-08-20,marketing-crm-scorecard,2
2020-07-10,supplies,1
2020-03-11,provisioning-quotes,2
2020-03-25,delivery-quotes,26
2020-11-11,shop-performance-overview,4
2021-01-05,revenue-factura,11
2021-01-04,weekly-sales-comparison,27
2020-05-07,shipment-orders,3
2020-10-16,sales-trend,1
2020-01-06,sales-comparison,320
2020-01-23,sales-comparison,204
2020-10-29,sales-comparison,211
2020-02-24,sales-comparison,398
2020-11-03,shop-performance-overview,2
2020-01-06,revenue-factura-before-returs,2
2020-10-27,revenue-factura-before-returs,2
2021-01-04,sales-comparison,339
2020-07-29,sales-comparison,271
2020-10-29,marketing-overview,17
2020-03-12,shipment-orders,1
2020-01-06,marketing-overview,31
2020-06-16,sales-trend,3
2020-07-29,delivery-quotes,4
2020-09-15,shipment-parcels,5
2020-10-06,shipment-parcels,14
2020-10-29,revenue-factura,17
2020-01-23,marketing-overview,12
2020-12-11,weekly-sales-comparison,23
2020-07-29,weekly-sales-comparison,10
2020-10-29,provisioning-quotes,1
2020-10-29,weekly-sales-comparison,60
2020-08-04,revenue-factura,5
2020-01-23,sales-trend,1
2020-07-29,revenue-factura,10
2020-01-06,weekly-sales-comparison,37
2020-10-27,shipment-parcels,8
2021-01-04,marketing-overview,25
2020-02-24,weekly-sales-comparison,24
2020-10-29,delivery-quotes,4
2020-02-18,shipment-parcels,3
2020-07-29,marketing-overview,8
2020-07-30,shop-performance-overview,1
2020-11-03,delivery-quotes,4
2020-05-07,shipment-parcels,5
2020-07-08,marketing-awin-scorecard,6
2020-02-24,marketing-overview,27
2020-01-23,weekly-sales-comparison,10
2020-12-01,shipment-parcels,5
2020-07-29,shop-performance-overview,2
2020-07-29,value-returned,3
2020-02-18,delivery-quotes,11
2020-08-04,shipment-parcels,7
2020-01-23,revenue-factura,5
2020-11-05,revenue-factura,12
2020-05-18,delivery-quotes,6
2020-04-30,shipment-orders,1
2020-12-30,sales-comparison,160
2020-05-18,shipment-parcels,5
2020-12-08,shipment-orders,1
2020-08-28,marketing-crm-scorecard,1
2020-03-24,shipment-orders,1
2020-08-28,delivery-quotes,3
2020-11-18,weekly-sales-comparison,49
2020-08-21,delivery-quotes,4
2020-03-05,sales-trend,1
2020-08-21,sales-trend,1
2020-11-05,shipment-parcels,7
2020-05-18,revenue-factura,10
2020-12-08,shipment-parcels,14
2020-03-25,shipment-parcels,2
2020-06-18,shipment-orders,4
2020-12-22,shipment-parcels,13
2020-12-02,value-returned,5
2020-03-05,shop-performance-overview,4
2020-12-22,revenue-factura,15
2020-11-19,shipment-parcels,14
2020-03-03,marketing-cost,4
2020-11-18,revenue-factura,18
2020-05-15,revenue-factura-before-returs,1
2020-03-05,user-stats,1
2020-03-05,supplies,1
2020-08-28,sales-comparison,214
2020-12-08,revenue-factura,12
2020-02-24,delivery-quotes,5
2020-08-21,shipment-orders,1
2020-05-14,delivery-quotes,6
2020-12-08,marketing-awin-scorecard,1
2020-07-22,delivery-quotes,3
2020-05-14,revenue-factura,9
2020-08-21,user-stats,1
2020-08-28,weekly-sales-comparison,24
2020-12-08,revenue-factura-before-returs,1
2020-08-28,revenue-factura,9
2020-11-18,shipment-orders,3
2021-01-04,revenue-factura-before-returs,2
2020-07-23,revenue-factura,9
2020-01-31,weekly-sales-comparison,5
2020-10-16,shipment-orders,1
2020-09-28,shipment-parcels,6
2020-01-31,sales-trend,3
2021-01-04,shipment-parcels,9
2020-11-18,delivery-quotes,2
2020-07-16,shipment-parcels,11
2020-08-10,weekly-sales-comparison,23
2020-01-31,marketing-overview,13
2020-07-23,shipment-parcels,8
2020-11-12,sales-trend,2
2020-02-26,weekly-sales-comparison,11
2021-01-04,revenue-factura,11
2021-01-04,shop-performance-overview,2
2020-04-01,sales-trend,4
2020-11-18,revenue-factura-before-returs,2
2020-08-10,revenue-factura-before-returs,2
2020-03-03,shipment-parcels,6
2020-02-26,shop-performance-overview,4
2020-10-16,revenue-factura-before-returs,3
2020-04-01,shipment-orders,1
2020-03-03,marketing-affiliate-scorecard,3
2020-06-23,sales-trend,1
2020-10-16,user-stats,1
2020-07-02,shipment-orders,1
2020-01-31,sales-comparison,285
2020-11-18,value-returned,1
2020-01-31,shop-performance-overview,2
2020-08-10,shipment-parcels,4
2020-07-02,sales-trend,1
2020-02-11,sales-comparison,220
2020-02-25,shop-performance-overview,6
2020-02-25,marketing-overview,30
2020-05-27,revenue-factura-before-returs,3
2020-02-04,delivery-quotes,1
2020-04-07,supplies,1
2020-02-11,revenue-factura,7
2020-12-16,user-stats,4
2020-02-11,weekly-sales-comparison,3
2020-01-10,shipment-parcels,5
2020-01-20,sales-trend,2
2021-01-07,weekly-sales-comparison,27
2020-02-25,weekly-sales-comparison,14
2020-01-31,revenue-factura-before-returs,2
2020-04-16,shop-performance-overview,2
2021-01-04,sales-trend,3
2020-01-10,revenue-factura,6
2021-01-07,revenue-factura,11
2020-04-07,revenue-factura-before-returs,2
2020-07-16,revenue-factura-before-returs,1
2020-02-25,marketing-affiliate-scorecard,3
2020-07-08,shop-performance-overview,1
2020-02-25,sales-trend,3
2020-02-25,marketing-crm-scorecard,1
2020-04-07,provisioning-quotes,2
2020-01-10,weekly-sales-comparison,19
2020-07-16,marketing-cost,1
2021-01-07,shipment-parcels,10
2020-02-11,marketing-overview,25
2020-02-25,marketing-cost,3
2020-01-10,marketing-cost,2
2020-07-08,delivery-quotes,2
2020-02-25,sales-comparison,270
2020-02-25,marketing-awin-scorecard,1
2020-01-20,shop-performance-overview,1
2020-04-08,shop-performance-overview,5
2020-12-16,marketing-awin-scorecard,1
2020-04-07,value-returned,1
2020-02-28,sales-comparison,217
2020-02-25,delivery-quotes,20
2020-11-18,shop-performance-overview,1
2020-04-15,shipment-orders,1
2020-01-22,marketing-overview,24
2020-09-17,provisioning-quotes,1
2020-09-21,marketing-cost,1
2020-10-16,marketing-cost,1
2020-10-29,shop-performance-overview,1
2020-10-20,marketing-awin-scorecard,1
2020-03-13,shop-performance-overview,1
2020-05-12,sales-comparison,319
2020-10-16,marketing-awin-scorecard,1
2020-12-09,shipment-orders,2
2020-01-22,sales-comparison,259
2020-02-28,revenue-factura,8
2020-12-09,marketing-cost,2
2020-04-15,shipment-parcels,9
2020-12-09,value-returned,1
2020-06-09,revenue-factura-before-returs,1
2020-06-09,sales-trend,1
2020-12-09,revenue-factura,18
2020-05-12,marketing-overview,28
2020-05-12,weekly-sales-comparison,11
2020-09-21,user-stats,1
2020-02-28,marketing-overview,21
2020-12-09,sales-trend,2
2020-05-08,shipment-parcels,9
2020-03-27,value-returned,5
2020-03-27,sales-trend,2
2020-05-13,shipment-parcels,3
2020-10-02,user-stats,1
2020-03-27,revenue-factura,14
2020-01-10,delivery-quotes,1
2020-07-17,weekly-sales-comparison,54
2020-01-30,marketing-overview,15
2020-04-02,supplies,1
2020-12-28,sales-comparison,131
2020-07-14,shipment-parcels,10
2020-07-17,marketing-overview,19
2020-01-17,shop-performance-overview,3
2020-07-14,revenue-factura-before-returs,2
2020-10-02,marketing-crm-scorecard,2
2020-01-10,process-time,1
2020-01-23,shop-performance-overview,2
2020-01-17,weekly-sales-comparison,8
2020-10-02,sales-trend,4
2020-10-02,shop-performance-overview,5
2020-01-10,provisioning-quotes,1
2020-01-30,revenue-factura-before-returs,1
2020-03-27,sales-comparison,334
2020-03-27,marketing-overview,18
2020-01-30,sales-comparison,211
2020-10-02,process-time,1
2020-01-30,delivery-quotes,4
2020-09-29,user-stats,1
2020-01-10,sales-trend,4
2020-12-09,shipment-parcels,8
2020-01-30,value-returned,1
2020-07-14,revenue-factura,8
2020-10-02,shipment-orders,2
2020-03-11,weekly-sales-comparison,6
2020-03-27,weekly-sales-comparison,56
2020-01-06,shipment-parcels,7
2020-01-10,shipment-orders,6
2020-09-29,marketing-crm-scorecard,2
2020-01-06,shipment-orders,33
2020-01-30,revenue-factura,3
2020-11-03,user-stats,1
2020-01-14,shipment-parcels,2
2020-09-09,shipment-orders,2
2020-01-29,marketing-cost,1
2020-11-03,provisioning-quotes,2
2020-08-11,revenue-factura,9
2020-01-03,marketing-overview,8
2020-04-29,delivery-quotes,9
2020-01-27,sales-trend,1
2020-08-11,delivery-quotes,9
2020-01-14,shipment-orders,1
2020-04-29,shipment-parcels,4
2020-04-15,provisioning-quotes,1
2020-10-19,provisioning-quotes,1
2020-07-27,sales-trend,2
2020-10-19,shipment-orders,1
2020-01-14,marketing-overview,27
2020-02-24,revenue-factura,5
2020-01-03,weekly-sales-comparison,11
2020-11-03,shipment-orders,7
2020-01-14,revenue-factura,4
2020-01-03,sales-comparison,117
2020-04-15,revenue-factura-before-returs,1
2020-01-21,shipment-parcels,3
2020-09-23,weekly-sales-comparison,17
2020-07-22,shop-performance-overview,1
2020-09-23,user-stats,1
2020-01-15,sales-trend,2
2020-02-14,revenue-factura,5
2020-09-30,sales-trend,5
2020-07-28,revenue-factura-before-returs,2
2020-07-28,delivery-quotes,6
2020-08-19,delivery-quotes,7
2020-07-22,sales-trend,2
2020-08-28,marketing-overview,16
2020-06-15,revenue-factura-before-returs,1
2020-07-31,shipment-parcels,4
2020-05-26,sales-trend,1
2020-07-31,sales-comparison,211
2020-09-30,delivery-quotes,3
2020-09-24,delivery-quotes,3
2020-01-15,shipment-orders,2
2020-09-23,delivery-quotes,8
2020-10-07,user-stats,3
2020-08-28,shipment-parcels,1
2020-01-15,user-stats,2
2020-01-15,marketing-overview,33
2020-01-15,marketing-cost,2
2020-02-14,marketing-overview,16
2020-01-08,marketing-cost,2
2020-01-15,revenue-factura,5
2020-06-15,process-time,1
2020-02-12,value-returned,2
2020-07-31,weekly-sales-comparison,37
2020-09-23,sales-comparison,300
2020-02-12,revenue-factura-before-returs,2
2020-09-23,marketing-overview,16
2020-02-14,provisioning-quotes,1
2020-07-31,revenue-factura,7
2020-06-15,sales-trend,3
2020-09-23,revenue-factura,5
2020-01-21,revenue-factura,2
2020-01-15,shop-performance-overview,7
2020-08-18,supplies,3
2020-07-31,shop-performance-overview,1
2020-06-15,value-returned,1
2020-07-22,shipment-orders,14
2020-06-15,shipment-orders,1
2020-02-14,delivery-quotes,3
2020-01-15,sales-comparison,240
2020-01-21,revenue-factura-before-returs,3
2020-01-15,weekly-sales-comparison,1
2020-02-17,revenue-factura-before-returs,2
2020-08-25,weekly-sales-comparison,10
2020-09-16,sales-trend,1
2020-01-06,revenue-factura,1
2020-08-25,delivery-quotes,9
2021-01-08,shop-performance-overview,1
2020-01-06,shop-performance-overview,3
2020-01-06,sales-trend,1
2020-07-21,sales-trend,2
2020-01-27,value-returned,3
2020-02-17,value-returned,1
2020-12-11,marketing-crm-scorecard,1
2020-09-22,sales-trend,2
2020-07-21,revenue-factura,5
2020-12-11,marketing-affiliate-scorecard,1
2020-09-10,user-stats,1
2020-09-22,shipment-parcels,1
2020-04-23,shipment-orders,2
2020-01-06,delivery-quotes,1
2020-01-06,value-returned,1
2020-01-06,supplies,3
2020-09-16,shipment-orders,3
2020-09-22,delivery-quotes,7
2020-12-11,marketing-cost,1
2020-04-07,user-stats,6
2020-02-04,sales-trend,2
2021-01-03,sales-comparison,38
2020-02-05,weekly-sales-comparison,7
2020-02-05,marketing-overview,24
2020-02-10,shipment-parcels,11
2020-02-05,sales-comparison,246
2020-11-17,shop-performance-overview,2
2020-01-21,delivery-quotes,1
2020-01-08,weekly-sales-comparison,3
2020-07-17,revenue-factura-before-returs,2
2020-12-23,marketing-overview,13
2020-10-14,shipment-orders,1
2020-11-17,marketing-crm-scorecard,1
2020-01-22,revenue-factura,1
2020-07-02,revenue-factura-before-returs,1
2020-02-10,revenue-factura,12
2020-10-15,marketing-awin-scorecard,2
2020-01-22,delivery-quotes,1
2020-10-15,marketing-affiliate-scorecard,1
2020-07-17,value-returned,2
2020-10-14,shipment-parcels,3
2020-01-21,supplies,1
2020-02-03,marketing-awin-scorecard,1
2020-02-03,sales-trend,2
2020-12-23,revenue-factura,18
2020-11-17,user-stats,2
2020-11-17,marketing-affiliate-scorecard,1
2020-02-05,marketing-awin-scorecard,3
2020-07-02,delivery-quotes,2
2020-07-17,shipment-parcels,2
2020-09-15,marketing-awin-scorecard,1
2020-11-17,marketing-cost,1
2020-02-05,shop-performance-overview,1
2020-12-23,sales-comparison,160
2020-09-30,shipment-parcels,4
2020-07-17,revenue-factura,4
2020-02-03,weekly-sales-comparison,6
2020-01-22,shipment-parcels,1
2020-04-23,shipment-parcels,3
2020-01-08,shop-performance-overview,1
2020-12-23,weekly-sales-comparison,25
2020-03-10,shipment-parcels,3
2020-01-08,sales-trend,2
2020-10-14,shop-performance-overview,4
2020-05-15,value-returned,1
2020-12-09,shop-performance-overview,1
2020-10-28,shipment-orders,4
2020-01-22,weekly-sales-comparison,2
2020-10-28,marketing-crm-scorecard,1
2021-01-06,sales-trend,4
2020-04-22,process-time,1
2020-02-10,delivery-quotes,3
2020-04-22,shop-performance-overview,2
2020-07-06,marketing-affiliate-scorecard,3
2020-04-22,revenue-factura-before-returs,1
2020-10-28,marketing-affiliate-scorecard,1
2020-01-22,shop-performance-overview,5
2020-11-10,shipment-parcels,12
2020-12-09,user-stats,1
2020-10-28,user-stats,3
2020-09-09,shop-performance-overview,5
2020-05-15,delivery-quotes,3
2020-12-11,sales-trend,2
2020-11-05,value-returned,1
2020-01-22,process-time,1
2020-01-22,marketing-cost,2
2020-11-05,shipment-orders,1
2020-07-06,marketing-cost,1
2020-03-30,marketing-crm-scorecard,3
2020-01-14,weekly-sales-comparison,2
2020-02-20,shop-performance-overview,6
2020-03-27,delivery-quotes,8
2020-03-30,user-stats,1
2020-02-10,value-returned,4
2020-04-22,shipment-orders,11
2020-01-22,sales-trend,3
2020-03-19,shop-performance-overview,2
2020-02-10,revenue-factura-before-returs,2
2020-01-17,shipment-parcels,3
2020-02-25,provisioning-quotes,4
2020-02-25,process-time,1
2020-02-25,value-returned,8
2020-10-20,shipment-orders,1
2020-01-24,marketing-overview,15
2020-01-17,delivery-quotes,1
2020-10-20,user-stats,1
2020-03-16,user-stats,1
2020-04-30,revenue-factura-before-returs,3
2020-02-25,shipment-parcels,7
2020-12-23,shipment-parcels,10
2020-01-29,sales-trend,2
2020-07-17,shop-performance-overview,2
2020-03-27,shipment-parcels,7
2020-02-25,shipment-orders,5
2020-01-17,revenue-factura,7
2020-12-23,shop-performance-overview,2
2020-07-17,provisioning-quotes,1
2020-12-23,value-returned,1
2020-02-25,revenue-factura-before-returs,10
2020-07-06,shop-performance-overview,2
2020-01-24,sales-comparison,252
2020-07-17,delivery-quotes,1
2020-02-25,revenue-factura,6
2020-08-19,weekly-sales-comparison,10
2020-12-23,user-stats,1
2020-03-16,delivery-quotes,7
2020-02-25,supplies,1
2020-03-26,shipment-parcels,4
2020-05-18,value-returned,1
2020-02-05,shipment-parcels,13
2021-01-05,user-stats,1
2020-01-28,shop-performance-overview,2
2020-08-26,revenue-factura-before-returs,3
2020-10-13,revenue-factura,4
2020-05-26,marketing-awin-scorecard,4
2020-03-09,user-stats,1
2020-06-30,shipment-parcels,5
2020-06-17,shop-performance-overview,4
2020-03-26,shipment-orders,3
2020-10-22,shipment-parcels,1
2020-07-08,sales-trend,1
2020-07-31,marketing-overview,13
2020-02-05,delivery-quotes,9
2020-04-22,user-stats,1
2020-08-27,revenue-factura,10
2020-07-31,delivery-quotes,4
2020-02-05,provisioning-quotes,7
2020-10-22,user-stats,1
2020-05-26,provisioning-quotes,4
2020-07-08,user-stats,1
2020-02-05,shipment-orders,4
2020-10-14,user-stats,1
2020-05-26,marketing-affiliate-scorecard,4
2020-03-04,marketing-awin-scorecard,1
2020-07-23,shipment-orders,5
2020-05-14,provisioning-quotes,1
2021-01-05,shop-performance-overview,2
2020-10-21,marketing-awin-scorecard,2
2020-04-21,shipment-orders,9
2020-12-10,revenue-factura,14
2020-09-08,delivery-quotes,8
2020-11-06,delivery-quotes,3
2020-08-28,shipment-orders,1
2020-04-01,revenue-factura-before-returs,2
2020-10-06,sales-trend,4
2020-05-14,shipment-parcels,5
2020-10-06,provisioning-quotes,2
2020-07-23,marketing-cost,2
2020-07-23,weekly-sales-comparison,29
2020-07-23,revenue-factura-before-returs,3
2020-02-18,user-stats,1
2020-06-24,shipment-orders,1
2020-01-26,weekly-sales-comparison,16
2020-09-25,user-stats,1
2020-10-27,shipment-orders,2
2020-09-25,marketing-cost,1
2020-11-04,marketing-cost,2
2020-03-16,marketing-cost,1
2020-09-25,delivery-quotes,4
2020-02-18,shipment-orders,2
2020-11-27,shipment-orders,2
2020-02-26,revenue-factura,3
2020-01-24,revenue-factura-before-returs,5
2020-01-24,revenue-factura,6
2020-01-26,sales-trend,1
2020-03-26,value-returned,1
2020-01-24,delivery-quotes,1
2020-02-18,shop-performance-overview,1
2020-01-24,provisioning-quotes,1
2020-03-16,marketing-crm-scorecard,4
2020-01-26,sales-comparison,21
2020-03-16,sales-trend,2
2020-02-28,shop-performance-overview,6
2020-09-18,delivery-quotes,5
2020-06-10,weekly-sales-comparison,25
2020-12-30,shipment-parcels,2
2020-10-01,revenue-factura,14
2020-03-25,shipment-orders,1
2020-09-23,marketing-awin-scorecard,1
2020-10-13,marketing-cost,1
2020-09-18,marketing-awin-scorecard,1
2020-06-10,marketing-overview,20
2020-09-10,marketing-awin-scorecard,1
2020-07-09,shipment-orders,2
2020-12-30,weekly-sales-comparison,11
2020-06-10,sales-comparison,249
2020-06-10,delivery-quotes,6
2020-06-10,revenue-factura,5
2020-12-30,revenue-factura,2
2020-07-09,revenue-factura-before-returs,1
2020-11-02,value-returned,1
2020-07-09,shipment-parcels,3
2020-09-18,shipment-parcels,3
2020-12-30,marketing-overview,11
2020-06-10,value-returned,2
2020-10-13,marketing-crm-scorecard,1
2020-11-06,shipment-orders,1
2020-02-28,weekly-sales-comparison,3
2020-08-13,delivery-quotes,3
2020-02-14,weekly-sales-comparison,8
2020-08-13,revenue-factura,3
2020-03-27,process-time,1
2020-03-27,revenue-factura-before-returs,2
2020-08-13,weekly-sales-comparison,15
2020-08-20,delivery-quotes,2
2020-07-28,provisioning-quotes,1
2020-10-12,user-stats,2
2020-03-26,sales-trend,2
2020-08-18,weekly-sales-comparison,31
2020-03-10,revenue-factura,1
2020-07-28,shop-performance-overview,2
2020-03-26,shop-performance-overview,5
2020-11-09,shipment-orders,2
2021-01-04,user-stats,5
2020-03-27,provisioning-quotes,1
2020-03-27,shipment-orders,1
2020-04-01,shipment-parcels,3
2020-03-27,supplies,1
2020-02-06,shop-performance-overview,4
2020-01-16,delivery-quotes,1
2020-02-21,shipment-parcels,4
2020-07-03,shipment-parcels,7
2020-10-01,sales-trend,1
2020-07-17,marketing-cost,2
2020-01-16,revenue-factura,2
2020-01-16,shipment-parcels,1
2020-02-21,revenue-factura,10
2020-01-24,sales-trend,1
2020-02-21,marketing-awin-scorecard,2
2020-01-24,weekly-sales-comparison,2
2020-04-29,shop-performance-overview,2
2020-02-21,marketing-overview,15
2020-09-01,marketing-crm-scorecard,2
2020-02-21,weekly-sales-comparison,3
2020-01-07,shipment-orders,4
2020-02-11,shipment-orders,3
2020-02-11,sales-trend,2
2020-01-07,shop-performance-overview,5
2020-02-21,sales-comparison,248
2020-08-12,shipment-parcels,1
2021-01-04,value-returned,1
2020-05-12,revenue-factura,6
2020-05-12,delivery-quotes,10
2020-12-02,marketing-awin-scorecard,2
2020-06-16,provisioning-quotes,3
2020-08-12,shipment-orders,2
2020-12-11,value-returned,1
2020-05-13,shop-performance-overview,1
2020-02-27,revenue-factura,4
2020-05-12,shipment-parcels,8
2020-08-18,sales-trend,2
2020-02-05,sales-trend,1
2020-08-18,shipment-orders,1
2020-02-27,value-returned,2
2020-08-18,provisioning-quotes,1
2020-08-12,revenue-factura-before-returs,1
2020-03-29,sales-comparison,87
2020-04-17,shipment-orders,2
2020-04-28,marketing-crm-scorecard,2
2020-09-06,sales-comparison,25
2020-10-30,sales-trend,2
2020-04-28,user-stats,1
2020-09-07,shipment-orders,4
2020-04-24,sales-trend,1
2020-09-07,supplies,1
2020-11-04,provisioning-quotes,1
2020-04-28,marketing-affiliate-scorecard,1
2020-01-23,shipment-parcels,2
2020-04-17,shipment-parcels,6
2020-04-21,sales-trend,1
2020-04-28,sales-trend,3
2020-11-04,sales-trend,2
2020-06-02,marketing-awin-scorecard,2
2020-09-28,delivery-quotes,3
2020-09-06,weekly-sales-comparison,22
2020-07-20,delivery-quotes,4
2020-01-08,delivery-quotes,2
2020-02-07,shop-performance-overview,1
2020-08-25,shop-performance-overview,3
2020-09-23,marketing-cost,2
2020-06-18,shop-performance-overview,1
2020-07-29,shipment-parcels,2
2020-02-07,provisioning-quotes,4
2020-12-04,user-stats,1
2020-02-16,sales-comparison,32
2020-06-18,marketing-cost,1
2020-02-12,shop-performance-overview,3
2020-01-20,weekly-overview,1
2020-06-18,revenue-factura-before-returs,1
2020-02-21,delivery-quotes,4
2020-08-25,shipment-parcels,3
2020-12-04,marketing-awin-scorecard,1
2020-01-20,user-stats,4
2020-06-18,sales-trend,1
2020-07-21,revenue-factura-before-returs,1
2020-09-04,shop-performance-overview,2
2020-02-21,shop-performance-overview,1
2020-07-08,value-returned,1
2020-11-05,revenue-factura-before-returs,2
2020-10-29,shipment-parcels,12
2020-10-02,revenue-factura,2
2020-02-05,revenue-factura,2
2020-07-14,delivery-quotes,9
2020-02-21,marketing-cost,3
2020-09-04,shipment-orders,3
2020-03-23,shop-performance-overview,3
2020-11-27,delivery-quotes,1
2020-09-18,shipment-orders,2
2020-09-17,shipment-parcels,2
2020-09-01,provisioning-quotes,3
2020-04-14,value-returned,1
2020-09-17,value-returned,1
2020-02-21,marketing-affiliate-scorecard,4
2020-09-01,delivery-quotes,9
2020-11-28,sales-comparison,132
2020-01-09,sales-trend,3
2020-04-20,revenue-factura-before-returs,1
2020-09-15,user-stats,1
2020-03-18,revenue-factura,4
2020-06-15,marketing-affiliate-scorecard,1
2020-03-18,shipment-parcels,2
2020-06-17,delivery-quotes,4
2020-09-15,shop-performance-overview,3
2020-11-28,shipment-parcels,1
2020-11-28,weekly-sales-comparison,57
2020-02-24,shipment-parcels,9
2020-02-24,shipment-orders,2
2020-03-18,shop-performance-overview,1
2020-04-20,marketing-affiliate-scorecard,1
2020-06-15,marketing-awin-scorecard,8
2020-06-15,marketing-crm-scorecard,1
2020-08-10,shop-performance-overview,2
2020-08-10,sales-trend,2
2020-12-21,shipment-orders,1
2020-07-09,user-stats,1
2020-11-04,revenue-factura-before-returs,1
2020-08-24,sales-trend,3
2020-02-28,value-returned,4
2020-05-27,user-stats,6
2020-08-24,user-stats,1
2020-02-28,process-time,1
2020-06-10,sales-trend,1
2020-02-28,revenue-factura-before-returs,3
2020-03-31,sales-trend,1
2020-07-09,sales-trend,2
2020-02-28,shipment-parcels,3
2020-07-09,shop-performance-overview,1
2020-04-14,provisioning-quotes,1
2020-03-31,marketing-crm-scorecard,1
2020-11-04,shipment-orders,4
2020-02-28,delivery-quotes,2
2020-01-13,process-time,1
2020-06-30,provisioning-quotes,1
2020-01-13,supplies,2
2020-06-12,revenue-factura-before-returs,2
2020-10-23,process-time,1
2020-08-24,shipment-parcels,1
2020-01-13,provisioning-quotes,1
2020-08-24,delivery-quotes,1
2020-06-30,delivery-quotes,6
2021-01-05,shipment-parcels,7
2020-08-24,value-returned,2
2020-07-10,shipment-parcels,4
2020-08-19,user-stats,1
2020-10-28,delivery-quotes,2
2020-09-10,sales-trend,1
2020-08-04,provisioning-quotes,1
2020-09-08,provisioning-quotes,1
2020-08-26,delivery-quotes,4
2020-01-31,shipment-orders,1
2020-01-29,revenue-factura-before-returs,1
2020-01-29,delivery-quotes,1
2020-01-29,revenue-factura,4
2020-01-31,revenue-factura,2
2020-03-03,shipment-orders,2
2020-03-18,marketing-crm-scorecard,2
2020-03-03,revenue-factura-before-returs,3
2020-08-27,supplies,2
2020-05-14,shop-performance-overview,4
2020-06-29,user-stats,1
2020-05-19,revenue-factura-before-returs,1
2020-08-27,shipment-parcels,2
2020-08-04,delivery-quotes,4
2020-12-05,sales-comparison,39
2020-01-22,revenue-factura-before-returs,1
2020-03-10,value-returned,1
2020-06-10,shop-performance-overview,1
2020-01-21,weekly-sales-comparison,4
2020-02-22,delivery-quotes,5
2020-07-20,sales-trend,4
2020-06-23,delivery-quotes,10
2020-05-12,shop-performance-overview,4
2020-02-22,marketing-overview,1
2020-02-22,weekly-sales-comparison,37
2020-03-10,marketing-crm-scorecard,10
2020-02-22,sales-comparison,27
2020-03-04,shop-performance-overview,6
2020-08-21,marketing-crm-scorecard,1
2020-06-22,marketing-affiliate-scorecard,2
2020-06-22,marketing-awin-scorecard,2
2020-07-10,provisioning-quotes,2
2020-03-09,marketing-awin-scorecard,1
2020-07-31,revenue-factura-before-returs,1
2020-08-21,marketing-cost,1
2020-07-31,supplies,1
2020-08-21,shop-performance-overview,2
2020-06-25,delivery-quotes,1
2020-03-09,marketing-crm-scorecard,1
2020-03-09,marketing-cost,1
2020-08-21,marketing-affiliate-scorecard,1
2021-01-06,shipment-orders,2
2020-08-14,shop-performance-overview,1
2020-11-02,supplies,1
2020-07-30,shipment-parcels,1
2020-02-25,user-stats,1
2020-02-12,sales-trend,1
2020-12-02,marketing-crm-scorecard,1
2020-02-20,marketing-cost,2
2020-10-01,marketing-crm-scorecard,1
2020-06-16,shipment-orders,8
2020-06-16,supplies,1
2020-08-10,process-time,1
2020-10-29,sales-trend,2
2020-02-20,weekly-sales-comparison,2
2020-12-02,marketing-affiliate-scorecard,1
2020-02-14,sales-trend,1
2020-06-16,shipment-parcels,3
2020-05-27,shop-performance-overview,6
2020-01-23,delivery-quotes,2
2020-05-27,shipment-orders,1
2020-11-01,value-returned,1
2020-11-01,revenue-factura,8
2020-05-27,sales-trend,1
2020-05-04,marketing-affiliate-scorecard,1
2020-08-25,sales-trend,2
2020-11-01,shipment-parcels,4
2020-11-01,sales-comparison,46
2020-11-01,sales-trend,1
2020-07-22,shipment-parcels,10
2020-05-18,sales-trend,1
2020-11-01,weekly-sales-comparison,51
2020-09-26,revenue-factura,2
2020-11-22,sales-comparison,31
2020-02-26,revenue-factura-before-returs,2
2020-09-26,delivery-quotes,1
2020-11-26,revenue-factura-before-returs,2
2020-11-26,supplies,3
2020-09-26,shipment-parcels,1
2020-11-22,weekly-sales-comparison,29
2020-04-03,delivery-quotes,2
2020-02-26,value-returned,1
